time,open,high,low,close,tick_volume,spread,real_volume,change,timeused
2023-08-25 01:00:00,1916.33,1917.14,1916.26,1916.96,257.0,17.0,0.0,0.0,2023-08-25 01:30:00
2023-08-25 01:12:00,1916.96,1917.14,1916.79,1917.14,132.0,20.0,0.0,-0.0007000000000016371,2023-08-25 02:00:00
2023-08-25 01:24:00,1917.14,1917.15,1917.02,1917.03,105.0,29.0,0.0,0.0001999999999998181,2023-08-25 02:00:00
2023-08-25 01:36:00,1917.03,1917.11,1916.73,1916.79,120.0,26.0,0.0,-0.0034000000000014552,2023-08-25 02:00:00
2023-08-25 01:48:00,1916.79,1917.02,1916.66,1916.81,126.0,19.0,0.0,0.0007999999999992724,2023-08-25 02:30:00
2023-08-25 02:00:00,1916.81,1916.81,1915.55,1916.12,453.0,18.0,0.0,0.0,2023-08-25 02:30:00
2023-08-25 02:12:00,1916.12,1916.26,1915.96,1916.21,136.0,31.0,0.0,0.00849999999999909,2023-08-25 03:00:00
2023-08-25 02:24:00,1916.21,1916.33,1915.85,1915.85,149.0,25.0,0.0,0.002300000000000182,2023-08-25 03:00:00
2023-08-25 02:36:00,1915.91,1916.28,1915.77,1915.85,200.0,27.0,0.0,0.005799999999999273,2023-08-25 03:00:00
2023-08-25 02:48:00,1915.85,1916.23,1915.59,1915.77,260.0,24.0,0.0,0.0011999999999989085,2023-08-25 03:30:00
2023-08-25 03:00:00,1915.77,1916.5,1915.55,1916.11,412.0,26.0,0.0,9.999999999990905e-05,2023-08-25 03:30:00
2023-08-25 03:12:00,1916.11,1916.3,1915.09,1915.49,391.0,19.0,0.0,-0.0034999999999990906,2023-08-25 04:00:00
2023-08-25 03:24:00,1915.49,1915.84,1915.06,1915.84,344.0,22.0,0.0,0.0034999999999990906,2023-08-25 04:00:00
2023-08-25 03:36:00,1915.84,1915.92,1915.46,1915.5,406.0,28.0,0.0,0.002200000000000273,2023-08-25 04:00:00
2023-08-25 03:48:00,1915.5,1915.6,1915.25,1915.39,495.0,28.0,0.0,0.003100000000001728,2023-08-25 04:30:00
2023-08-25 04:00:00,1915.38,1915.85,1914.61,1915.42,726.0,17.0,0.0,0.0007000000000016371,2023-08-25 04:30:00
2023-08-25 04:12:00,1915.42,1916.36,1915.21,1916.12,585.0,18.0,0.0,0.0009999999999990906,2023-08-25 05:00:00
2023-08-25 04:24:00,1916.12,1916.19,1915.39,1915.99,725.0,24.0,0.0,0.0013999999999987267,2023-08-25 05:00:00
2023-08-25 04:36:00,1915.98,1917.43,1915.63,1917.17,1080.0,17.0,0.0,-0.002400000000000091,2023-08-25 05:00:00
2023-08-25 04:48:00,1917.17,1917.35,1916.69,1916.93,798.0,21.0,0.0,0.0007999999999992724,2023-08-25 05:30:00
2023-08-25 05:00:00,1916.86,1917.01,1916.2,1916.76,572.0,17.0,0.0,0.0,2023-08-25 05:30:00
2023-08-25 05:12:00,1916.76,1917.02,1916.16,1916.8,485.0,22.0,0.0,0.006600000000000819,2023-08-25 06:00:00
2023-08-25 05:24:00,1916.8,1916.94,1916.38,1916.42,422.0,21.0,0.0,0.002699999999999818,2023-08-25 06:00:00
2023-08-25 05:36:00,1916.42,1916.45,1914.19,1914.82,1008.0,17.0,0.0,-0.0005999999999994543,2023-08-25 06:00:00
2023-08-25 05:48:00,1914.82,1914.97,1914.26,1914.74,605.0,23.0,0.0,0.0014000000000010005,2023-08-25 06:30:00
2023-08-25 06:00:00,1914.74,1914.92,1914.04,1914.72,639.0,19.0,0.0,0.0,2023-08-25 06:30:00
2023-08-25 06:12:00,1914.71,1914.73,1913.87,1914.33,555.0,18.0,0.0,0.0031999999999993635,2023-08-25 07:00:00
2023-08-25 06:24:00,1914.33,1914.35,1913.77,1914.0,333.0,19.0,0.0,-0.0020000000000004545,2023-08-25 07:00:00
2023-08-25 06:36:00,1914.0,1914.11,1913.41,1913.47,339.0,20.0,0.0,0.002799999999999727,2023-08-25 07:00:00
2023-08-25 06:48:00,1913.47,1913.53,1913.05,1913.33,302.0,21.0,0.0,0.004399999999998272,2023-08-25 07:30:00
2023-08-25 07:00:00,1913.33,1914.48,1913.33,1914.26,494.0,21.0,0.0,0.0,2023-08-25 07:30:00
2023-08-25 07:12:00,1914.25,1914.76,1913.73,1913.74,825.0,17.0,0.0,-0.0025999999999999092,2023-08-25 08:00:00
2023-08-25 07:24:00,1913.74,1914.23,1913.74,1914.22,203.0,22.0,0.0,0.0004999999999995453,2023-08-25 08:00:00
2023-08-25 07:36:00,1914.21,1914.31,1913.61,1914.11,222.0,22.0,0.0,0.0012999999999988177,2023-08-25 08:00:00
2023-08-25 07:48:00,1914.11,1914.39,1913.19,1913.67,478.0,18.0,0.0,-0.005599999999999454,2023-08-25 08:30:00
2023-08-25 08:00:00,1913.67,1914.04,1913.05,1913.22,379.0,17.0,0.0,0.0,2023-08-25 08:30:00
2023-08-25 08:12:00,1913.22,1913.89,1913.02,1913.53,418.0,23.0,0.0,-0.012400000000000092,2023-08-25 09:00:00
2023-08-25 08:24:00,1913.53,1914.03,1913.23,1913.61,502.0,19.0,0.0,-0.008199999999999364,2023-08-25 09:00:00
2023-08-25 08:36:00,1913.61,1913.91,1912.97,1913.78,570.0,22.0,0.0,-0.005899999999999181,2023-08-25 09:00:00
2023-08-25 08:48:00,1913.75,1914.63,1913.45,1914.34,855.0,18.0,0.0,0.008199999999999364,2023-08-25 09:30:00
2023-08-25 09:00:00,1914.34,1914.51,1913.29,1913.59,973.0,18.0,0.0,-9.999999999990905e-05,2023-08-25 09:30:00
2023-08-25 09:12:00,1913.58,1914.21,1913.38,1914.01,736.0,21.0,0.0,0.008099999999999455,2023-08-25 10:00:00
2023-08-25 09:24:00,1914.04,1915.06,1913.8,1914.24,973.0,18.0,0.0,0.0006999999999993633,2023-08-25 10:00:00
2023-08-25 09:36:00,1914.24,1914.56,1913.4,1913.8,771.0,19.0,0.0,0.017899999999999635,2023-08-25 10:00:00
2023-08-25 09:48:00,1913.79,1913.87,1912.7,1912.97,688.0,18.0,0.0,0.010200000000002091,2023-08-25 10:30:00
2023-08-25 10:00:00,1912.98,1914.56,1912.98,1914.49,1070.0,17.0,0.0,0.0,2023-08-25 10:30:00
2023-08-25 10:12:00,1914.49,1914.66,1913.57,1913.75,689.0,20.0,0.0,0.0013000000000010913,2023-08-25 11:00:00
2023-08-25 10:24:00,1913.77,1915.6,1913.43,1915.47,768.0,18.0,0.0,0.007200000000000273,2023-08-25 11:00:00
2023-08-25 10:36:00,1915.49,1916.08,1914.87,1915.13,919.0,17.0,0.0,0.0015000000000009095,2023-08-25 11:00:00
2023-08-25 10:48:00,1915.13,1915.13,1913.6,1914.11,873.0,17.0,0.0,-0.004400000000000546,2023-08-25 11:30:00
2023-08-25 11:00:00,1914.11,1914.65,1913.2,1913.74,992.0,18.0,0.0,0.0,2023-08-25 11:30:00
2023-08-25 11:12:00,1913.75,1914.95,1913.39,1914.33,801.0,17.0,0.0,-0.01900000000000091,2023-08-25 12:00:00
2023-08-25 11:24:00,1914.33,1914.54,1913.46,1913.76,755.0,22.0,0.0,-0.01009999999999991,2023-08-25 12:00:00
2023-08-25 11:36:00,1913.76,1915.0,1913.69,1914.84,561.0,19.0,0.0,-0.007000000000000455,2023-08-25 12:00:00
2023-08-25 11:48:00,1914.84,1915.36,1914.84,1915.28,554.0,18.0,0.0,0.005499999999999545,2023-08-25 12:30:00
2023-08-25 12:00:00,1915.28,1916.22,1915.09,1915.8,665.0,17.0,0.0,0.0,2023-08-25 12:30:00
2023-08-25 12:12:00,1915.8,1916.76,1915.8,1916.69,602.0,17.0,0.0,-0.004100000000000818,2023-08-25 13:00:00
2023-08-25 12:24:00,1916.69,1917.92,1916.6,1917.0,857.0,17.0,0.0,0.0008999999999991814,2023-08-25 13:00:00
2023-08-25 12:36:00,1917.03,1917.82,1916.34,1916.55,576.0,17.0,0.0,0.002199999999997999,2023-08-25 13:00:00
2023-08-25 12:48:00,1916.55,1917.12,1915.92,1916.0,567.0,17.0,0.0,-0.0007999999999992724,2023-08-25 13:30:00
2023-08-25 13:00:00,1916.0,1916.31,1915.62,1916.24,593.0,19.0,0.0,0.0,2023-08-25 13:30:00
2023-08-25 13:12:00,1916.24,1917.09,1916.15,1916.74,512.0,19.0,0.0,-0.004099999999998545,2023-08-25 14:00:00
2023-08-25 13:24:00,1916.74,1917.17,1916.46,1916.87,537.0,17.0,0.0,0.0013000000000010913,2023-08-25 14:00:00
2023-08-25 13:36:00,1916.88,1917.61,1916.88,1917.54,461.0,20.0,0.0,-0.0014999999999986357,2023-08-25 14:00:00
2023-08-25 13:48:00,1917.54,1917.71,1916.69,1917.62,613.0,18.0,0.0,-0.009900000000000091,2023-08-25 14:30:00
2023-08-25 14:00:00,1917.62,1917.79,1916.42,1916.71,880.0,18.0,0.0,9.999999999990905e-05,2023-08-25 14:30:00
2023-08-25 14:12:00,1916.72,1917.38,1916.05,1917.25,638.0,18.0,0.0,0.015499999999999545,2023-08-25 15:00:00
2023-08-25 14:24:00,1917.27,1917.45,1916.55,1916.97,636.0,17.0,0.0,0.008099999999999455,2023-08-25 15:00:00
2023-08-25 14:36:00,1916.97,1917.48,1916.49,1917.24,564.0,17.0,0.0,0.00029999999999972713,2023-08-25 15:00:00
2023-08-25 14:48:00,1917.24,1918.32,1917.09,1918.24,728.0,17.0,0.0,-0.002400000000000091,2023-08-25 15:30:00
2023-08-25 15:00:00,1918.23,1920.04,1917.86,1919.75,1373.0,17.0,0.0,0.0,2023-08-25 15:30:00
2023-08-25 15:12:00,1919.75,1920.18,1917.22,1919.01,1421.0,17.0,0.0,0.017899999999999635,2023-08-25 16:00:00
2023-08-25 15:24:00,1919.01,1919.01,1917.2,1918.23,1437.0,17.0,0.0,0.002300000000000182,2023-08-25 16:00:00
2023-08-25 15:36:00,1918.28,1918.76,1916.66,1916.94,1327.0,18.0,0.0,0.006399999999998727,2023-08-25 16:00:00
2023-08-25 15:48:00,1916.94,1917.35,1916.33,1917.18,1273.0,18.0,0.0,-0.015199999999999818,2023-08-25 16:30:00
2023-08-25 16:00:00,1917.18,1917.56,1915.67,1915.74,1891.0,17.0,0.0,-9.999999999990905e-05,2023-08-25 16:30:00
2023-08-25 16:12:00,1915.71,1916.24,1914.15,1914.18,1628.0,17.0,0.0,0.06470000000000027,2023-08-25 17:00:00
2023-08-25 16:24:00,1914.18,1915.65,1913.45,1914.59,2051.0,17.0,0.0,0.025499999999999544,2023-08-25 17:00:00
2023-08-25 16:36:00,1914.59,1915.05,1913.26,1913.68,2463.0,17.0,0.0,-0.027200000000000273,2023-08-25 17:00:00
2023-08-25 16:48:00,1913.68,1915.9,1913.66,1915.19,2197.0,17.0,0.0,0.012200000000000273,2023-08-25 17:30:00
2023-08-25 17:00:00,1915.2,1922.17,1911.25,1917.53,6944.0,0.0,0.0,0.0,2023-08-25 17:30:00
2023-08-25 17:12:00,1917.53,1922.3,1913.11,1913.61,6099.0,0.0,0.0,-0.004400000000000546,2023-08-25 18:00:00
2023-08-25 17:24:00,1913.61,1914.12,1907.86,1908.34,5583.0,17.0,0.0,-0.023100000000001727,2023-08-25 18:00:00
2023-08-25 17:36:00,1908.34,1909.8,1904.63,1905.73,4908.0,15.0,0.0,0.01829999999999927,2023-08-25 18:00:00
2023-08-25 17:48:00,1905.73,1907.6,1903.68,1904.51,3671.0,17.0,0.0,0.013199999999999363,2023-08-25 18:30:00
2023-08-25 18:00:00,1904.51,1907.55,1904.36,1905.94,3509.0,17.0,0.0,0.0,2023-08-25 18:30:00
2023-08-25 18:12:00,1905.94,1906.1,1903.89,1904.07,2786.0,17.0,0.0,-0.009300000000000636,2023-08-25 19:00:00
2023-08-25 18:24:00,1904.07,1908.65,1903.95,1908.21,3157.0,17.0,0.0,-0.004400000000000546,2023-08-25 19:00:00
2023-08-25 18:36:00,1908.21,1910.61,1908.02,1909.03,2736.0,17.0,0.0,0.0012999999999988177,2023-08-25 19:00:00
2023-08-25 18:48:00,1909.03,1909.5,1907.52,1907.71,1888.0,17.0,0.0,-0.0047000000000002725,2023-08-25 19:30:00
2023-08-25 19:00:00,1907.71,1909.09,1907.49,1909.03,1321.0,17.0,0.0,0.0,2023-08-25 19:30:00
2023-08-25 19:12:00,1909.05,1910.21,1908.97,1909.52,1533.0,17.0,0.0,-0.017200000000000274,2023-08-25 20:00:00
2023-08-25 19:24:00,1909.52,1910.57,1909.51,1910.09,1289.0,17.0,0.0,-0.018300000000001548,2023-08-25 20:00:00
2023-08-25 19:36:00,1910.09,1910.44,1909.08,1909.47,1125.0,17.0,0.0,-0.01490000000000009,2023-08-25 20:00:00
2023-08-25 19:48:00,1909.46,1910.09,1908.59,1909.94,1224.0,18.0,0.0,-0.011499999999998636,2023-08-25 20:30:00
2023-08-25 20:00:00,1909.94,1911.16,1909.81,1910.73,1115.0,17.0,0.0,-0.0001999999999998181,2023-08-25 20:30:00
2023-08-25 20:12:00,1910.73,1911.12,1910.27,1910.62,1201.0,17.0,0.0,-0.019800000000000182,2023-08-25 21:00:00
2023-08-25 20:24:00,1910.62,1912.67,1910.28,1910.96,1582.0,13.0,0.0,-0.0074000000000000905,2023-08-25 21:00:00
2023-08-25 20:36:00,1910.96,1911.21,1910.34,1911.17,993.0,17.0,0.0,-0.0008000000000015461,2023-08-25 21:00:00
2023-08-25 20:48:00,1911.17,1912.41,1910.9,1912.3,733.0,18.0,0.0,0.0006999999999993633,2023-08-25 21:30:00
2023-08-25 21:00:00,1912.32,1912.58,1911.8,1912.21,776.0,18.0,0.0,9.999999999990905e-05,2023-08-25 21:30:00
2023-08-25 21:12:00,1912.21,1913.73,1912.17,1913.45,900.0,17.0,0.0,-0.007300000000000182,2023-08-25 22:00:00
2023-08-25 21:24:00,1913.44,1914.62,1913.39,1914.11,1041.0,18.0,0.0,-0.0036999999999989086,2023-08-25 22:00:00
2023-08-25 21:36:00,1914.15,1914.44,1913.12,1913.34,784.0,18.0,0.0,-0.0051999999999998185,2023-08-25 22:00:00
2023-08-25 21:48:00,1913.34,1913.47,1912.7,1913.28,905.0,19.0,0.0,-0.0025,2023-08-25 22:30:00
2023-08-25 22:00:00,1913.27,1913.33,1912.03,1913.32,890.0,17.0,0.0,0.0,2023-08-25 22:30:00
2023-08-25 22:12:00,1913.32,1913.68,1912.77,1913.68,635.0,19.0,0.0,-0.0004999999999995453,2023-08-25 23:00:00
2023-08-25 22:24:00,1913.68,1914.28,1913.43,1913.53,637.0,19.0,0.0,0.0028999999999996364,2023-08-25 23:00:00
2023-08-25 22:36:00,1913.53,1914.07,1913.32,1913.97,579.0,18.0,0.0,0.0017000000000007276,2023-08-25 23:00:00
2023-08-25 22:48:00,1913.95,1914.3,1913.21,1914.22,603.0,17.0,0.0,0.056600000000000816,2023-08-25 23:30:00
2023-08-25 23:00:00,1914.22,1914.32,1913.4,1913.41,388.0,23.0,0.0,0.05180000000000064,2023-08-25 23:30:00
2023-08-25 23:12:00,1913.41,1913.84,1913.41,1913.75,259.0,25.0,0.0,0.0075,2023-08-28 01:00:00
2023-08-25 23:24:00,1913.78,1913.78,1913.23,1913.63,230.0,19.0,0.0,0.0009000000000014552,2023-08-28 01:00:00
2023-08-25 23:36:00,1913.63,1914.75,1913.5,1914.63,254.0,21.0,0.0,-0.0030999999999994543,2023-08-28 01:00:00
2023-08-25 23:48:00,1914.63,1914.83,1913.79,1914.15,175.0,26.0,0.0,0.0,2023-08-28 01:30:00
2023-08-28 01:00:00,1908.97,1915.94,1907.17,1915.81,364.0,24.0,0.0,-0.00029999999999972713,2023-08-28 01:30:00
2023-08-28 01:12:00,1915.81,1915.81,1914.82,1915.15,231.0,27.0,0.0,-0.002699999999999818,2023-08-28 02:00:00
2023-08-28 01:24:00,1915.17,1915.28,1914.55,1914.75,196.0,20.0,0.0,-0.0020000000000004545,2023-08-28 02:00:00
2023-08-28 01:36:00,1914.77,1915.05,1914.58,1914.8,178.0,20.0,0.0,0.00029999999999972713,2023-08-28 02:00:00
2023-08-28 01:48:00,1914.8,1914.96,1914.51,1914.77,150.0,22.0,0.0,-0.0009999999999990906,2023-08-28 02:30:00
2023-08-28 02:00:00,1914.8,1916.01,1914.8,1915.28,508.0,20.0,0.0,0.0,2023-08-28 02:30:00
2023-08-28 02:12:00,1915.28,1916.0,1915.23,1915.35,347.0,22.0,0.0,-0.003999999999998636,2023-08-28 03:00:00
2023-08-28 02:24:00,1915.35,1915.73,1915.25,1915.58,284.0,20.0,0.0,0.00030000000000200087,2023-08-28 03:00:00
2023-08-28 02:36:00,1915.58,1915.61,1914.5,1914.88,392.0,21.0,0.0,-0.0003999999999996362,2023-08-28 03:00:00
2023-08-28 02:48:00,1914.88,1915.21,1914.21,1914.98,433.0,13.0,0.0,0.006499999999998635,2023-08-28 03:30:00
2023-08-28 03:00:00,1914.98,1915.69,1914.5,1915.46,691.0,21.0,0.0,0.0,2023-08-28 03:30:00
2023-08-28 03:12:00,1915.46,1915.9,1915.41,1915.89,533.0,25.0,0.0,-0.005399999999999636,2023-08-28 04:00:00
2023-08-28 03:24:00,1915.89,1916.27,1915.58,1915.82,465.0,21.0,0.0,-0.0006999999999993633,2023-08-28 04:00:00
2023-08-28 03:36:00,1915.82,1916.31,1915.49,1916.29,373.0,23.0,0.0,-0.008199999999999364,2023-08-28 04:00:00
2023-08-28 03:48:00,1916.29,1916.54,1915.51,1915.64,508.0,21.0,0.0,-0.0004999999999995453,2023-08-28 04:30:00
2023-08-28 04:00:00,1915.64,1916.78,1915.44,1916.45,1227.0,20.0,0.0,0.0,2023-08-28 04:30:00
2023-08-28 04:12:00,1916.45,1916.99,1915.39,1916.92,1186.0,18.0,0.0,0.0025999999999999092,2023-08-28 05:00:00
2023-08-28 04:24:00,1916.9,1917.29,1915.51,1916.17,1293.0,22.0,0.0,-0.0011999999999989085,2023-08-28 05:00:00
2023-08-28 04:36:00,1916.17,1916.3,1915.32,1915.39,1001.0,21.0,0.0,0.0020000000000004545,2023-08-28 05:00:00
2023-08-28 04:48:00,1915.39,1915.86,1915.13,1915.44,821.0,20.0,0.0,0.004600000000000364,2023-08-28 05:30:00
2023-08-28 05:00:00,1915.44,1915.91,1914.98,1915.77,851.0,22.0,0.0,0.0001999999999998181,2023-08-28 05:30:00
2023-08-28 05:12:00,1915.77,1915.92,1915.04,1915.39,471.0,22.0,0.0,-0.0034000000000014552,2023-08-28 06:00:00
2023-08-28 05:24:00,1915.39,1915.91,1915.3,1915.71,571.0,25.0,0.0,-0.0010000000000013642,2023-08-28 06:00:00
2023-08-28 05:36:00,1915.71,1916.11,1915.67,1915.81,461.0,24.0,0.0,0.00029999999999972713,2023-08-28 06:00:00
2023-08-28 05:48:00,1915.83,1915.85,1915.06,1915.37,451.0,23.0,0.0,-0.0015000000000009095,2023-08-28 06:30:00
2023-08-28 06:00:00,1915.35,1915.93,1915.23,1915.55,406.0,21.0,0.0,9.999999999990905e-05,2023-08-28 06:30:00
2023-08-28 06:12:00,1915.55,1916.04,1915.25,1915.79,478.0,22.0,0.0,0.008799999999998817,2023-08-28 07:00:00
2023-08-28 06:24:00,1915.79,1916.06,1915.54,1915.92,393.0,16.0,0.0,0.0036999999999989086,2023-08-28 07:00:00
2023-08-28 06:36:00,1915.92,1916.9,1915.81,1916.0,493.0,12.0,0.0,0.0011999999999989085,2023-08-28 07:00:00
2023-08-28 06:48:00,1916.0,1916.37,1915.86,1916.16,298.0,27.0,0.0,-0.0009999999999990906,2023-08-28 07:30:00
2023-08-28 07:00:00,1916.15,1916.68,1915.93,1916.01,320.0,19.0,0.0,0.0,2023-08-28 07:30:00
2023-08-28 07:12:00,1916.01,1916.21,1915.32,1915.5,451.0,21.0,0.0,-0.010799999999999272,2023-08-28 08:00:00
2023-08-28 07:24:00,1915.48,1915.52,1914.63,1915.25,507.0,15.0,0.0,-0.0031999999999993635,2023-08-28 08:00:00
2023-08-28 07:36:00,1915.23,1915.46,1914.78,1915.42,288.0,21.0,0.0,0.0004999999999995453,2023-08-28 08:00:00
2023-08-28 07:48:00,1915.43,1915.61,1915.2,1915.52,237.0,22.0,0.0,0.006100000000001274,2023-08-28 08:30:00
2023-08-28 08:00:00,1915.52,1915.88,1915.07,1915.69,490.0,23.0,0.0,0.0001999999999998181,2023-08-28 08:30:00
2023-08-28 08:12:00,1915.68,1916.53,1915.54,1916.45,523.0,19.0,0.0,-0.0021000000000003637,2023-08-28 09:00:00
2023-08-28 08:24:00,1916.48,1917.5,1916.41,1916.82,1002.0,17.0,0.0,0.0010000000000013642,2023-08-28 09:00:00
2023-08-28 08:36:00,1916.82,1916.88,1915.96,1916.13,587.0,22.0,0.0,0.0030999999999994543,2023-08-28 09:00:00
2023-08-28 08:48:00,1916.13,1916.25,1915.31,1915.54,544.0,21.0,0.0,0.0032000000000016373,2023-08-28 09:30:00
2023-08-28 09:00:00,1915.52,1917.12,1915.52,1916.83,649.0,18.0,0.0,0.0,2023-08-28 09:30:00
2023-08-28 09:12:00,1916.83,1917.68,1916.79,1917.14,734.0,10.0,0.0,-0.005499999999999545,2023-08-28 10:00:00
2023-08-28 09:24:00,1917.14,1917.38,1916.55,1917.35,730.0,20.0,0.0,-0.008199999999999364,2023-08-28 10:00:00
2023-08-28 09:36:00,1917.35,1917.46,1915.65,1916.15,925.0,17.0,0.0,0.0021000000000003637,2023-08-28 10:00:00
2023-08-28 09:48:00,1916.15,1916.27,1915.65,1915.83,552.0,20.0,0.0,0.003999999999998636,2023-08-28 10:30:00
2023-08-28 10:00:00,1915.83,1916.29,1914.66,1914.68,667.0,23.0,0.0,0.0,2023-08-28 10:30:00
2023-08-28 10:12:00,1914.69,1915.97,1914.29,1914.41,819.0,17.0,0.0,0.005399999999999636,2023-08-28 11:00:00
2023-08-28 10:24:00,1914.41,1915.76,1914.4,1915.44,679.0,17.0,0.0,0.00029999999999972713,2023-08-28 11:00:00
2023-08-28 10:36:00,1915.44,1915.56,1914.69,1914.81,651.0,20.0,0.0,-0.0010000000000013642,2023-08-28 11:00:00
2023-08-28 10:48:00,1914.81,1915.08,1914.26,1914.41,539.0,20.0,0.0,-0.0030999999999994543,2023-08-28 11:30:00
2023-08-28 11:00:00,1914.41,1914.69,1913.39,1914.47,818.0,16.0,0.0,0.0,2023-08-28 11:30:00
2023-08-28 11:12:00,1914.48,1914.71,1913.7,1913.96,668.0,16.0,0.0,0.0016000000000008186,2023-08-28 12:00:00
2023-08-28 11:24:00,1913.96,1914.23,1913.57,1913.83,540.0,21.0,0.0,0.005900000000001455,2023-08-28 12:00:00
2023-08-28 11:36:00,1913.83,1915.23,1913.83,1914.25,753.0,20.0,0.0,-0.005599999999999454,2023-08-28 12:00:00
2023-08-28 11:48:00,1914.25,1914.65,1913.95,1914.56,548.0,19.0,0.0,0.0028999999999996364,2023-08-28 12:30:00
2023-08-28 12:00:00,1914.56,1915.43,1914.29,1915.0,603.0,22.0,0.0,0.0,2023-08-28 12:30:00
2023-08-28 12:12:00,1915.03,1915.67,1914.94,1915.43,529.0,22.0,0.0,0.0009999999999990906,2023-08-28 13:00:00
2023-08-28 12:24:00,1915.43,1915.57,1914.25,1914.28,589.0,22.0,0.0,-0.004300000000000637,2023-08-28 13:00:00
2023-08-28 12:36:00,1914.27,1914.35,1913.86,1914.27,526.0,20.0,0.0,0.0035999999999989994,2023-08-28 13:00:00
2023-08-28 12:48:00,1914.27,1914.42,1913.82,1913.98,494.0,17.0,0.0,-0.006999999999998181,2023-08-28 13:30:00
2023-08-28 13:00:00,1913.98,1914.58,1913.87,1914.23,773.0,17.0,0.0,0.0,2023-08-28 13:30:00
2023-08-28 13:12:00,1914.25,1914.26,1913.65,1913.7,502.0,17.0,0.0,-0.0013000000000010913,2023-08-28 14:00:00
2023-08-28 13:24:00,1913.7,1914.73,1913.69,1914.49,605.0,25.0,0.0,0.00209999999999809,2023-08-28 14:00:00
2023-08-28 13:36:00,1914.49,1914.68,1914.09,1914.41,526.0,22.0,0.0,0.00209999999999809,2023-08-28 14:00:00
2023-08-28 13:48:00,1914.41,1915.11,1914.31,1915.11,482.0,25.0,0.0,-0.0015000000000009095,2023-08-28 14:30:00
2023-08-28 14:00:00,1915.11,1915.3,1914.32,1914.5,600.0,23.0,0.0,0.0,2023-08-28 14:30:00
2023-08-28 14:12:00,1914.5,1915.25,1914.35,1914.84,533.0,21.0,0.0,0.003000000000001819,2023-08-28 15:00:00
2023-08-28 14:24:00,1914.84,1915.06,1914.5,1914.84,491.0,20.0,0.0,0.008800000000001092,2023-08-28 15:00:00
2023-08-28 14:36:00,1914.84,1915.15,1914.4,1914.53,642.0,17.0,0.0,0.007599999999999909,2023-08-28 15:00:00
2023-08-28 14:48:00,1914.53,1915.36,1914.38,1914.68,548.0,18.0,0.0,0.0013000000000010913,2023-08-28 15:30:00
2023-08-28 15:00:00,1914.68,1915.59,1914.67,1914.88,866.0,4.0,0.0,0.0,2023-08-28 15:30:00
2023-08-28 15:12:00,1914.87,1915.61,1913.42,1915.46,1186.0,15.0,0.0,,
2023-08-28 15:24:00,1915.45,1915.51,1913.31,1915.34,1658.0,8.0,0.0,,
2023-08-28 15:36:00,1915.34,1917.25,1914.45,1917.13,1595.0,16.0,0.0,,
2023-08-28 15:48:00,1917.12,1917.21,1916.09,1917.0,1175.0,14.0,0.0,,
,,,,,,,,-0.0013999999999987267,2023-08-25 01:00:00
,,,,,,,,0.00040000000000190995,2023-08-25 01:00:00
,,,,,,,,-0.0006999999999993633,2023-08-25 01:00:00
,,,,,,,,-0.0001999999999998181,2023-08-25 01:30:00
